Maxwell2 5097 4769
 0.0000  0.0000  0.0000 -0.0000 -0.0000 -0.0000
 0.9979  0.9979  0.9979  0.9999  0.9999  0.9999
 0.9979  0.9979  0.9979  0.9999  0.9999  0.9999
 0.9980  0.9980  0.9980  0.9999  0.9999  0.9999
 0.9980  0.9980  0.9980  0.9999  0.9999  0.9999
 0.9980  0.9980  0.9980  0.9999  0.9999  0.9999
 0.9980  0.9980  0.9980  0.9999  0.9999  0.9999
 0.9980  0.9980  0.9980  0.9999  0.9999  0.9999
 0.9981  0.9981  0.9981  0.9999  0.9999  0.9999
 0.9981  0.9981  0.9981  0.9999  0.9999  0.9999
 0.9981  0.9981  0.9981  0.9999  0.9999  0.9999
 0.9981  0.9981  0.9981  0.9999  0.9999  0.9999
 0.9981  0.9981  0.9981  0.9999  0.9999  0.9999
 0.9981  0.9981  0.9981  0.9999  0.9999  0.9999
 0.9982  0.9982  0.9982  0.9999  0.9999  0.9999
 0.9982  0.9982  0.9982  0.9999  0.9999  0.9999
 0.9982  0.9982  0.9982  0.9999  0.9999  0.9999
 0.9982  0.9982  0.9982  0.9999  0.9999  0.9999
 0.9982  0.9982  0.9982  0.9999  0.9999  0.9999
 0.9982  0.9982  0.9982  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9983  0.9983  0.9983  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9984  0.9984  0.9984  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9985  0.9985  0.9985  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9986  0.9986  0.9986  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9987  0.9987  0.9987  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9988  0.9988  0.9988  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9989  0.9989  0.9989  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9990  0.9990  0.9990  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9991  0.9991  0.9991  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9992  0.9992  0.9992  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9993  0.9993  0.9993  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9994  0.9994  0.9994  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9995  0.9995  0.9995  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
 0.9996  0.9996  0.9996  0.9999  0.9999  0.9999
